Tanggal,Suhu Minimum,Suhu Maksimum,Suhu Rata-rata,Kelembaban,Curah Hujan,SS,Kecepatan Angin_Max,Arah_Angin_deg,Kecepatan Angin_Avg,Arah Angin,Kota/Kabupaten,Suhu_Rata_Calc,Is_Rain,Hari,Bulan,Tahun,Suhu_7d_mean,Hujan_7d_sum,Wind_Category_Max,Wind_Category_Avg,Kategori Hujan,Musim
2019-01-01,1.3838718577191984,-1.3193852857897637,-1.0329981162041124,0.20593821818097244,-0.7179930891174309,-1.4191560791313584,-0.49821099919681916,0.9132655197668413,0.8804112675961675,W ,0,-0.25597359732571456,False,5,1,2019,-0.5223508521039939,-1.8165258708245196,0,0,3,0
2019-01-02,-0.03541371439364482,0.7686448142524565,-0.1357523542115126,0.06852464714833684,-0.6740145567795179,-0.033424109661895636,0.9737072111962145,0.7968221893350957,0.8804112675961675,W ,0,0.6306299474646125,True,6,1,2019,0.37746596826297396,-1.8005959097451902,2,0,1,0
2019-01-03,0.43768147631063625,-1.1801832791202826,-1.0329981162041124,1.5800739285073286,-0.7004016761822657,0.21852715751437018,-0.49821099919681916,1.029708850198587,-0.2537964886708634,C ,0,-0.7288288212138874,True,4,1,2019,-0.24240784132315835,-1.7942239253134584,0,0,3,0
2019-01-04,-0.31927082881621416,0.4902408009134948,-0.9333041426493776,0.8930060733441505,-0.6784124100133092,-0.9992373005042485,-0.49821099919681916,0.9132655197668413,-0.2537964886708634,SE,0,0.21688162656246243,True,0,1,2019,-0.07244244192051,-1.7798869603420622,0,0,1,0
2019-01-05,1.5731099340009103,-0.3449712391033952,1.060575328445292,0.48076536024624367,-0.4497240418561624,-0.3273672547008727,0.9737072111962145,0.5639355284716044,0.8804112675961675,W ,0,0.6897368504506352,True,2,1,2019,0.22149771939937163,-1.682714197758153,2,0,1,0
2019-01-06,-1.2654612102247762,0.0726347809050498,-1.2323860633135788,0.06852464714833684,-0.7179930891174309,1.310315981944856,2.445625421589248,-0.9498277671410889,0.8804112675961675,C ,0,-0.7288288212138874,False,3,1,2019,-0.062444477249757956,-1.682714197758153,2,0,3,0
2019-01-07,-2.2116515916333386,0.21183678757453064,-0.9333041426493776,-1.3056110631780193,-0.7179930891174309,1.5622672491211225,-0.49821099919681916,0.7968221893350957,-0.2537964886708634,NW,0,-1.20168404510206,False,1,1,2019,-0.4023752760550632,-1.682714197758153,0,0,3,0
2019-01-08,-2.2116515916333386,0.4902408009134948,-1.1326920897588473,-1.7178517762759262,-0.7179930891174309,1.8142185162973883,0.9737072111962145,0.09816220674462191,0.8804112675961675,E ,0,-0.9652564331579737,False,5,1,2019,-0.6080476921389494,-1.682714197758153,2,0,3,0
2019-01-09,-2.2116515916333386,1.0470488275914183,-0.7339161955399113,-1.1681974921453837,-0.7179930891174309,1.3523078598075675,0.9737072111962145,-0.9498277671410889,0.8804112675961675,C ,0,-0.49240120926980097,False,6,1,2019,-0.9336956842717492,-1.6986441588374823,2,0,3,0
2019-01-10,-2.2116515916333386,2.16066488094727,0.5621054606716246,-2.2675060604064687,-0.7179930891174309,0.5964540582787693,0.9737072111962145,-0.9498277671410889,2.0146190238631982,E ,0,0.4533092385065488,False,4,1,2019,-0.5909083241319446,-1.7050161432692141,2,0,3,0
2019-01-11,0.626919552592348,-0.4145722424381344,-0.4348342748757102,0.48076536024624367,-0.6080467582726486,0.3445027911025035,0.23774810599969767,-0.9498277671410889,-0.2537964886708634,E ,0,0.03956091760439447,True,0,1,2019,-0.6423264281529247,-1.6795282055422873,0,0,1,0
2019-01-12,0.626919552592348,0.35103879424401147,0.6617994342263559,0.06852464714833684,-0.6828102632471005,0.09255152392623728,-0.49821099919681916,-0.01828112368712373,-0.2537964886708634,C ,0,0.6897368504506352,True,2,1,2019,-0.6423264281529162,-1.7639569992627329,0,0,1,0
2019-02-01,0.43768147631063625,0.7686448142524565,-0.0360583806567777,-0.4811296369822056,-0.1242829025556072,-1.3351723234059365,3.181584526785765,0.5639355284716044,2.581722901996714,W ,0,0.9261644623947216,True,0,2,2019,-0.16242412395720165,-1.5489025246917867,2,0,1,0
2019-02-02,-0.1300327525345024,0.9078468209219374,0.7614934077810908,-1.030783921112748,-0.6168424647402312,0.8484053254550351,0.9737072111962145,0.6803788589033501,2.0146190238631982,W ,0,0.6897368504506352,True,2,2,2019,0.386035652266472,-1.5122636142093293,2,0,1,0
2019-02-03,0.05920532374720939,-0.06656722576443105,-0.4348342748757102,0.6181789312788792,1.5293099133499166,-1.7550911020330464,0.9737072111962145,0.44749219803985885,0.8804112675961675,W ,0,-0.019545985381623974,True,3,2,2019,0.6602655403783089,-0.6982426030556,2,0,0,0
2019-02-04,-0.22465179067535657,-0.9017792657813186,-0.9333041426493776,1.0304196443767861,-0.7179930891174309,-0.20139162111273978,-0.49821099919681916,1.1461521806303328,0.8804112675961675,C ,0,-0.9061495301719511,False,1,2,2019,0.5402899643293696,-0.6982426030556,0,0,3,0
2019-02-05,1.1946337814374868,0.35103879424401147,0.4624114871168897,-0.2063024949169344,-0.7179930891174309,0.1345434017889485,0.9737072111962145,1.029708850198587,0.8804112675961675,E ,0,1.0443782683667668,False,5,2,2019,0.7116836443992719,-0.6982426030556,2,0,3,0
2019-02-06,-1.2654612102247762,-0.06656722576443105,-0.5345282484304451,0.06852464714833684,-0.49370257419407526,0.9323890811804572,-0.49821099919681916,-0.7169411062775976,0.8804112675961675,C ,0,-0.8470426271859326,True,6,2,2019,0.45459312429443127,-0.6568247042493438,0,0,1,0
