Tanggal,Kota/Kabupaten,Suhu Maksimum,Suhu Minimum,Suhu Rata-rata,Curah Hujan,Kelembaban,Kecepatan Angin_Max,Kecepatan Angin_Avg,Arah_Angin_deg,Arah Angin,SS
2019-09-20,Bandung,32.0,17.500000000000004,23.0,0.0,60.0,6.0,3.0,100.0,E ,8.0
2019-09-21,Bandung,31.2,18.0,23.6,0.0,67.0,6.0,2.0,270.0,E ,7.3
2019-09-22,Bandung,32.4,19.0,24.2,0.0,62.0,8.0,2.0,340.0,N ,6.8
2019-09-23,Bandung,32.6,19.0,24.4,0.0,66.0,5.0,2.0,280.0,NE,9.1
2019-09-24,Bandung,32.4,19.0,24.6,0.0,66.0,6.0,2.0,300.0,E ,9.1
2019-09-25,Bandung,33.5,19.0,25.3,0.0,64.0,8.0,3.5,100.0,SE,6.9
2019-09-26,Bandung,33.0,19.0,24.8,0.0,64.0,7.0,3.0,120.0,SE,8.5
2019-09-27,Bandung,32.6,18.0,23.8,0.0,60.0,5.0,3.0,110.0,E ,6.7
2019-09-28,Bandung,31.6,19.0,24.7,0.0,65.0,3.0,2.0,120.0,E ,7.6
2019-09-29,Bandung,30.0,20.0,24.4,0.0,71.0,3.0,2.0,20.0,W ,5.3
2019-09-30,Bandung,31.4,20.0,25.1,27.999999999999996,61.0,4.0,2.0,40.0,NE,5.0
2019-10-01,Bandung,33.0,18.0,24.6,0.0,61.0,5.0,3.0,120.0,E ,6.5
2019-10-02,Bandung,32.4,18.0,25.0,0.0,60.0,8.0,3.5,60.0,E ,7.6
2019-10-03,Bandung,31.8,20.0,24.8,0.0,66.0,5.0,3.0,180.0,NE,7.0
2019-10-04,Bandung,33.4,20.0,26.4,0.0,58.0,5.0,3.0,360.0,SE,8.5
2019-10-05,Bandung,32.6,20.0,25.4,0.0,58.0,7.0,3.5,110.0,E ,8.9
2019-10-06,Bandung,33.2,18.0,24.3,0.0,58.0,5.0,3.0,60.0,E ,8.3
2019-10-07,Bandung,31.6,19.0,24.3,0.0,61.0,5.0,3.0,20.0,E ,7.7
2019-10-08,Bandung,32.0,20.0,23.8,0.0,70.0,5.0,2.0,160.0,E ,7.8
2019-10-09,Bandung,31.6,19.0,23.5,4.2,74.0,4.0,2.0,330.0,C ,4.4
2019-10-10,Bandung,30.4,19.0,24.0,27.999999999999996,76.0,3.0,1.0,90.0,W ,4.1
2019-10-11,Bandung,31.0,21.0,25.1,8.4,71.0,5.0,2.0,70.0,NE,4.7
2019-10-12,Bandung,31.2,20.0,23.5,0.0,76.0,5.0,2.0,130.0,S ,4.9
2019-10-13,Bandung,32.8,19.0,24.5,1.0,63.0,4.0,2.0,120.0,SE,5.1
2019-10-14,Bandung,33.5,18.0,24.3,0.0,58.0,5.0,2.0,100.0,SE,6.5
2019-10-15,Bandung,31.6,18.0,24.6,0.0,67.0,3.0,1.0,140.0,SE,6.4
2019-10-16,Bandung,32.0,20.0,25.6,1.0,64.0,5.0,2.0,50.0,E ,0.9
2019-10-17,Bandung,32.2,21.0,25.1,0.0,72.0,4.0,2.0,320.0,SE,3.6
2019-10-18,Bandung,31.8,20.0,25.3,27.999999999999996,68.0,5.0,2.0,240.0,NW,4.6
2019-10-19,Bandung,31.0,21.0,24.7,0.0,68.0,4.0,2.0,350.0,E ,8.0
2019-10-20,Bandung,33.5,20.0,26.0,0.0,62.0,6.0,3.5,120.0,E ,6.1
2019-10-21,Bandung,33.5,20.0,26.612499999999997,0.0,58.0,8.0,3.5,120.0,SE,9.4
2019-10-22,Bandung,33.5,21.0,26.612499999999997,0.0,58.0,5.0,3.0,120.0,SE,9.2
2019-10-23,Bandung,33.5,20.0,26.3,0.0,58.0,8.0,3.0,120.0,SE,9.3
2019-10-24,Bandung,33.5,20.0,26.5,0.0,58.0,8.0,3.5,170.0,SE,9.0
2019-10-25,Bandung,33.0,20.0,24.7,0.0,62.0,3.0,1.0,140.0,SE,9.3
2019-10-26,Bandung,32.7,20.0,25.1,0.0,68.0,5.0,2.0,230.0,E ,6.5
2019-10-27,Bandung,29.6,20.0,23.0,21.0,81.0,3.0,1.0,260.0,NW,5.0
2019-10-28,Bandung,32.8,19.0,24.3,26.0,67.0,3.0,2.0,240.0,E ,4.0
2019-10-29,Bandung,31.8,19.0,23.9,0.4,70.0,3.0,1.0,320.0,C ,7.9
2019-10-30,Bandung,31.0,19.0,23.5,18.0,76.0,5.0,2.0,260.0,C ,6.5
2019-10-31,Bandung,30.7,20.0,24.7,4.2,71.0,3.0,1.0,280.0,C ,5.9
2019-11-01,Bandung,29.3,21.0,23.6,2.5,81.0,4.0,1.0,120.0,E ,5.9
2019-11-02,Bandung,28.6,21.0,22.6,27.999999999999996,90.0,3.0,1.0,270.0,C ,0.9
2019-11-03,Bandung,29.2,20.0,23.5,15.5,80.0,3.0,1.0,120.0,C ,1.9
2019-11-04,Bandung,29.2,21.0,23.6,27.999999999999996,82.0,5.0,2.0,240.0,C ,4.2
2019-11-05,Bandung,31.0,19.0,22.8,3.2,78.0,5.0,2.0,240.0,C ,3.2
2019-11-06,Bandung,31.6,19.0,22.8,10.8,78.0,5.0,2.0,300.0,W ,6.7
2019-11-07,Bandung,32.4,17.500000000000004,23.2,19.2,68.0,4.0,2.0,330.0,C ,7.0
2019-11-08,Bandung,31.4,18.0,22.9,2.2,78.0,3.0,1.0,290.0,E ,6.8
2019-11-09,Bandung,32.2,20.0,24.3,5.6,72.0,8.0,2.0,30.0,E ,4.8
2019-11-10,Bandung,32.2,20.0,24.0,0.2,76.0,5.0,2.0,300.0,C ,7.0
2019-11-11,Bandung,30.6,20.0,24.3,14.7,74.0,5.0,2.0,320.0,E ,7.9
2019-11-12,Bandung,31.4,20.0,25.1,6.3,70.0,5.0,2.0,30.0,C ,5.5
2019-11-13,Bandung,31.2,21.0,25.1,0.0,75.0,6.0,2.0,100.0,E ,5.1
2019-11-14,Bandung,29.2,21.0,24.7,3.5,72.0,4.0,2.0,140.0,E ,6.8
2019-11-15,Bandung,33.2,21.0,25.9,0.0,60.0,5.0,2.0,170.0,E ,1.5
2019-11-16,Bandung,33.2,20.0,26.1,0.0,58.0,5.0,3.0,170.0,SE,7.0
2019-11-17,Bandung,32.2,20.0,25.7,0.0,60.0,5.0,2.0,140.0,E ,8.9
2019-11-18,Bandung,33.5,21.0,25.9,0.0,61.0,7.0,3.5,130.0,SE,7.1
2019-11-19,Bandung,32.8,20.0,24.8,0.0,72.0,4.0,2.0,20.0,SE,7.2
2019-11-20,Bandung,30.2,21.0,24.1,0.2,76.0,3.0,1.0,150.0,C ,6.6
2019-11-21,Bandung,30.8,21.0,24.5,27.999999999999996,75.0,4.0,2.0,120.0,C ,4.7
2019-11-22,Bandung,28.6,21.0,23.6,5.7,81.0,4.0,2.0,330.0,C ,8.1
2019-11-23,Bandung,29.5,20.0,23.5,6.6,80.0,4.0,2.0,200.0,C ,3.4
2019-11-24,Bandung,30.2,19.0,23.6,0.6,77.0,3.0,1.0,150.0,C ,3.9
2019-11-25,Bandung,30.4,20.0,23.5,13.8,81.0,3.0,1.0,180.0,C ,5.0
2019-11-26,Bandung,30.0,20.0,23.2,20.3,82.0,2.0,1.0,260.0,C ,5.5
2019-11-27,Bandung,29.8,20.0,24.3,16.6,78.0,3.0,2.0,270.0,W ,4.6
2019-11-28,Bandung,30.5,20.0,24.7,27.999999999999996,78.0,3.0,1.0,140.0,NW,4.7
2019-11-29,Bandung,31.3,21.0,25.5,0.2,75.0,5.0,2.0,120.0,C ,4.5
2019-11-30,Bandung,32.2,21.0,24.5,0.0,76.0,3.0,1.0,120.0,C ,5.2
2019-12-01,Bandung,30.4,21.0,24.7,0.8,78.0,3.0,1.0,200.0,C ,5.3
2019-12-02,Bandung,29.6,20.0,24.2,0.2,81.0,2.0,1.0,280.0,C ,5.1
2019-12-03,Bandung,29.8,21.0,24.1,27.999999999999996,81.0,3.0,2.0,290.0,W ,2.5
2019-12-04,Bandung,31.0,21.0,24.0,13.0,82.0,4.0,1.0,240.0,C ,3.2
2019-12-05,Bandung,29.8,21.0,24.7,14.6,82.0,5.0,1.0,290.0,C ,5.6
2019-12-06,Bandung,29.8,22.0,24.4,0.2,82.0,3.0,1.0,100.0,C ,3.8
2019-12-07,Bandung,28.0,21.0,23.2,12.2,88.0,5.0,1.0,240.0,C ,1.2
2019-12-08,Bandung,32.6,21.0,25.1,9.2,77.0,5.0,2.0,120.0,SE,0.5
2019-12-09,Bandung,31.2,21.0,25.1,0.2,74.0,3.0,2.0,100.0,SE,7.4
2019-12-10,Bandung,28.6,21.0,24.0,0.0,82.0,3.0,1.0,320.0,C ,4.8
2019-12-11,Bandung,32.3,20.0,23.8,27.999999999999996,78.0,7.0,3.0,120.0,SE,4.8
2019-12-12,Bandung,27.7,20.0,23.6,0.0,82.0,5.0,2.0,260.0,W ,5.7
2019-12-13,Bandung,30.2,20.0,23.0,0.0,82.0,4.0,1.0,290.0,C ,0.9
2019-12-14,Bandung,29.6,20.0,23.2,27.999999999999996,84.0,3.0,1.0,240.0,C ,5.2
2019-12-15,Bandung,28.4,20.0,23.4,8.0,84.0,2.0,1.0,90.0,C ,4.9
2019-12-16,Bandung,27.0,21.0,23.2,0.6,88.0,3.0,1.0,280.0,W ,2.2
2019-12-17,Bandung,29.0,21.0,23.2,12.0,88.0,5.0,1.0,270.0,C ,0.1
2019-12-18,Bandung,29.4,20.0,22.8,27.999999999999996,86.0,5.0,2.0,140.0,C ,3.0
2019-12-19,Bandung,29.4,19.0,23.3,23.0,85.0,3.0,1.0,120.0,C ,6.1
2019-12-20,Bandung,30.6,21.0,23.8,14.6,84.0,6.0,2.0,270.0,W ,2.9
2019-12-21,Bandung,32.0,20.0,24.7,5.0,77.0,3.0,1.0,310.0,W ,5.8
2019-12-22,Bandung,29.6,21.0,23.0,1.0,84.0,3.0,1.0,270.0,C ,7.9
2019-12-23,Bandung,30.4,20.0,24.0,27.999999999999996,80.0,3.0,1.0,210.0,C ,3.5
2019-12-24,Bandung,30.0,20.0,23.9,0.0,82.0,3.0,1.0,290.0,C ,6.0
2019-12-25,Bandung,29.4,21.0,23.7,5.6,82.0,4.0,1.0,230.0,C ,4.0
2019-12-26,Bandung,29.2,21.0,23.2,1.4,86.0,2.0,1.0,240.0,C ,2.9
2019-12-27,Bandung,28.4,21.0,22.4,2.2,93.0,3.0,1.0,340.0,C ,3.6
2019-12-28,Bandung,27.8,20.0,22.2,27.999999999999996,92.0,3.0,1.0,280.0,C ,3.0
2019-12-29,Bandung,29.0,20.0,24.2,10.5,78.0,5.0,2.0,240.0,W ,1.9
2019-12-30,Bandung,28.6,21.0,24.4,0.0,80.0,3.0,1.0,310.0,C ,3.0
2019-12-31,Bandung,30.0,22.0,23.4,0.8,88.0,3.0,0.0,270.0,C ,2.4
2020-01-01,Bandung,26.299999999999997,21.2,22.3,13.4,88.0,4.0,2.0,250.0,W ,3.9
2020-01-02,Bandung,28.8,21.0,23.6,2.2,84.0,5.0,3.0,290.0,W ,0.0
2020-01-03,Bandung,29.1,21.0,24.8,27.999999999999996,76.0,5.0,3.0,300.0,NW,5.4
2020-01-04,Bandung,29.4,22.0,24.4,0.0,78.0,5.0,3.5,290.0,W ,3.1
2020-01-05,Bandung,28.0,22.0,24.1,0.0,81.0,7.0,3.0,270.0,W ,3.1
2020-01-06,Bandung,28.6,22.2,24.4,0.0,77.0,6.0,2.0,280.0,W ,1.0
2020-01-07,Bandung,28.8,21.6,23.7,3.0,83.0,4.0,1.0,240.0,SW,4.2
2020-01-08,Bandung,29.0,21.9,23.8,0.3,82.0,7.0,3.5,290.0,W ,2.5
2020-01-09,Bandung,26.299999999999997,21.4,22.2,6.0,92.0,4.0,2.0,360.0,W ,2.5
2020-01-10,Bandung,27.4,21.1,23.4,10.0,78.0,7.0,3.0,270.0,W ,0.0
2020-01-11,Bandung,28.2,21.4,23.3,27.999999999999996,76.0,6.0,3.0,300.0,W ,0.6
2020-01-12,Bandung,30.8,20.6,24.9,27.999999999999996,68.0,5.0,3.0,240.0,W ,0.5
2020-01-13,Bandung,30.6,21.0,24.8,0.0,70.0,6.0,3.0,300.0,W ,8.4
2020-01-14,Bandung,31.0,21.1,24.7,0.0,80.0,5.0,3.0,270.0,W ,7.9
2020-01-15,Bandung,27.8,21.0,24.2,0.0,80.0,6.0,3.0,280.0,W ,8.7
2020-01-16,Bandung,30.8,21.0,24.4,27.999999999999996,76.0,3.0,2.0,330.0,NW,2.1
2020-01-17,Bandung,32.0,21.3,24.6,0.4,78.0,5.0,2.0,210.0,SE,3.9
2020-01-18,Bandung,30.0,21.6,24.8,5.2,81.0,5.0,2.0,270.0,SW,7.1
2020-01-19,Bandung,30.2,22.0,25.3,0.0,79.0,3.0,2.0,240.0,W ,5.7
2020-01-20,Bandung,31.4,22.5,25.4,27.999999999999996,78.0,4.0,1.0,120.0,C ,4.6
2020-01-21,Bandung,30.8,22.6,25.0,0.8,82.0,4.0,1.0,280.0,C ,4.8
2020-01-22,Bandung,28.8,21.0,22.7,8.0,89.0,4.0,1.0,140.0,C ,4.3
2020-01-23,Bandung,28.6,21.0,23.9,25.7,85.0,3.0,1.0,220.0,C ,2.5
2020-01-24,Bandung,30.0,21.0,24.2,16.0,84.0,5.0,1.0,240.0,C ,1.2
2020-01-25,Bandung,28.2,21.0,23.5,27.999999999999996,89.0,3.0,1.0,280.0,C ,4.2
2020-01-26,Bandung,30.0,20.5,24.1,27.999999999999996,83.0,5.0,2.0,210.0,SE,1.6
2020-01-27,Bandung,29.0,21.5,23.1,0.2,90.0,5.0,1.0,140.0,C ,5.5
2020-01-28,Bandung,28.2,19.8,22.7,10.2,87.0,2.0,0.0,90.0,C ,2.7
2020-01-29,Bandung,29.0,19.8,23.3,10.2,86.0,5.0,2.0,300.0,C ,2.5
2020-01-30,Bandung,29.8,20.4,23.9,3.4,80.0,4.0,1.0,270.0,C ,3.7
2020-01-31,Bandung,28.6,20.2,23.8,0.0,80.0,5.0,2.0,320.0,W ,1.9
2020-02-01,Bandung,29.4,21.2,23.4,27.999999999999996,84.0,5.0,2.0,240.0,W ,2.6
2020-02-02,Bandung,28.4,21.3,23.6,5.0,84.0,5.0,2.0,290.0,W ,3.1
2020-02-03,Bandung,29.9,21.2,24.5,0.0,78.0,5.0,2.0,280.0,W ,3.9
2020-02-04,Bandung,29.4,21.4,23.7,26.4,86.0,7.0,2.0,240.0,C ,6.2
2020-02-05,Bandung,29.0,20.6,23.2,27.999999999999996,86.0,3.0,1.0,210.0,C ,3.6
2020-02-06,Bandung,28.8,20.6,23.3,27.999999999999996,87.0,5.0,1.0,270.0,C ,3.5
2020-02-07,Bandung,29.4,20.7,23.3,1.1,84.0,4.0,1.0,240.0,C ,2.7
2020-02-08,Bandung,26.8,20.7,23.4,13.2,83.0,5.0,2.0,300.0,W ,4.2
2020-02-09,Bandung,29.8,20.0,24.0,0.2,80.0,5.0,2.0,320.0,W ,1.8
2020-02-10,Bandung,31.0,21.0,24.9,27.999999999999996,73.0,8.0,3.0,310.0,C ,5.5
2020-02-11,Bandung,29.4,22.0,24.0,27.999999999999996,77.0,5.0,1.0,210.0,C ,5.4
2020-02-12,Bandung,32.2,21.0,24.5,27.999999999999996,80.0,2.0,1.0,230.0,C ,2.3
2020-02-13,Bandung,28.4,20.8,23.4,8.0,88.0,3.0,1.0,130.0,C ,5.5
2020-02-14,Bandung,28.0,20.8,22.8,6.2,88.0,2.0,0.0,270.0,C ,2.1
2020-02-15,Bandung,30.6,20.6,23.6,27.999999999999996,86.0,5.0,1.0,150.0,C ,3.0
2020-02-16,Bandung,29.4,19.7,22.5,24.0,86.0,5.0,2.0,290.0,C ,2.9
2020-02-17,Bandung,29.8,19.8,21.8,17.0,91.0,5.0,1.0,270.0,C ,1.2
2020-02-18,Bandung,28.6,20.0,23.1,13.9,85.0,2.0,1.0,280.0,C ,2.7
2020-02-19,Bandung,30.0,20.4,23.3,4.2,84.0,5.0,2.0,270.0,W ,0.5
2020-02-20,Bandung,26.8,20.3,22.2,0.5,90.0,6.0,3.0,330.0,NW,5.4
2020-02-21,Bandung,28.2,21.4,23.8,7.1,81.0,6.0,3.0,290.0,W ,0.4
2020-02-22,Bandung,30.4,20.4,23.9,0.0,82.0,6.0,3.0,240.0,SW,3.9
2020-02-23,Bandung,29.4,21.0,24.7,27.999999999999996,80.0,6.0,3.5,240.0,SW,3.0
2020-02-24,Bandung,26.4,21.6,23.0,5.0,87.0,5.0,3.0,270.0,W ,0.8
2020-02-25,Bandung,28.0,21.2,23.2,11.6,86.0,4.0,2.0,270.0,W ,0.0
2020-02-26,Bandung,30.4,21.0,24.0,27.999999999999996,84.0,5.0,2.0,290.0,W ,0.0
2020-02-27,Bandung,29.6,21.0,24.5,5.6,82.0,7.0,3.0,210.0,SW,1.2
2020-02-28,Bandung,31.0,22.0,24.5,0.5,84.0,6.0,2.0,240.0,C ,0.0
2020-02-29,Bandung,31.0,21.8,25.0,24.3,81.0,5.0,2.0,240.0,SW,0.7
2020-03-01,Bandung,30.4,21.8,24.7,27.999999999999996,84.0,5.0,2.0,280.0,W ,1.5
2020-03-02,Bandung,30.0,22.1,25.1,2.0,76.0,5.0,2.0,300.0,W ,3.5
2020-03-03,Bandung,30.8,20.0,23.8,0.5,78.0,5.0,2.0,270.0,W ,5.3
2020-03-04,Bandung,30.6,20.0,24.4,2.0,76.0,8.0,3.0,240.0,W ,7.4
2020-03-05,Bandung,29.0,20.8,24.1,9.9,72.0,3.0,1.0,280.0,W ,5.1
2020-03-06,Bandung,31.2,21.0,24.5,6.0,74.0,4.0,2.0,240.0,W ,1.4
2020-03-07,Bandung,29.8,20.8,25.3,0.4,72.0,5.0,2.0,260.0,W ,6.4
2020-03-08,Bandung,29.2,21.9,24.3,2.0,72.0,5.0,2.0,270.0,W ,6.8
2020-03-09,Bandung,29.2,21.7,24.6,3.4,69.0,6.0,3.0,230.0,W ,3.4
2020-03-10,Bandung,31.6,21.6,25.6,2.0,72.0,4.0,2.0,240.0,NW,3.2
2020-03-11,Bandung,31.4,22.2,25.3,0.4,77.0,5.0,2.0,290.0,W ,5.7
2020-03-12,Bandung,27.8,22.6,23.8,27.999999999999996,84.0,3.0,1.0,290.0,W ,5.6
2020-03-13,Bandung,30.6,21.4,25.2,5.2,78.0,5.0,2.0,270.0,SW,0.8
2020-03-14,Bandung,29.0,21.4,24.0,0.0,84.0,3.0,1.0,290.0,C ,7.6
2020-03-15,Bandung,30.6,20.2,23.8,6.4,86.0,3.0,1.0,340.0,C ,3.1
2020-03-16,Bandung,29.4,20.6,23.4,27.999999999999996,88.0,3.0,1.0,300.0,C ,5.0
2020-03-17,Bandung,31.2,20.0,24.3,6.4,78.0,3.0,1.0,240.0,C ,4.8
2020-03-18,Bandung,27.4,20.0,23.3,0.5,91.0,2.0,1.0,100.0,C ,5.2
2020-03-19,Bandung,28.4,21.2,23.4,20.6,86.0,3.0,1.0,330.0,C ,1.2
2020-03-20,Bandung,27.8,20.4,22.5,19.4,91.0,3.0,1.0,240.0,C ,3.3
2020-03-21,Bandung,29.0,19.9,23.4,27.999999999999996,86.0,4.0,2.0,270.0,W ,3.0
2020-03-22,Bandung,27.6,22.0,24.2,0.8,82.0,2.0,1.0,130.0,SE,4.4
2020-03-23,Bandung,28.0,20.6,23.1,27.999999999999996,82.0,3.0,1.0,100.0,C ,1.0
2020-03-24,Bandung,29.2,20.2,23.2,2.2,83.0,6.0,1.0,270.0,C ,0.7
2020-03-25,Bandung,31.0,20.3,24.1,2.4,82.0,4.0,2.0,240.0,NW,4.3
2020-03-26,Bandung,29.4,21.8,24.6,21.8,84.0,3.0,1.0,240.0,C ,6.0
2020-03-27,Bandung,29.4,21.4,24.2,26.5,85.0,2.0,1.0,110.0,C ,3.4
2020-03-28,Bandung,29.0,21.0,23.8,0.8,84.0,3.0,1.0,240.0,C ,4.9
2020-03-29,Bandung,29.2,20.9,23.4,12.6,87.0,3.0,2.0,320.0,SE,3.7
2020-03-30,Bandung,29.8,20.2,23.2,16.2,86.0,5.0,2.0,270.0,W ,2.8
2020-03-31,Bandung,30.0,20.0,22.9,27.999999999999996,86.0,3.0,1.0,100.0,C ,5.0
2020-04-01,Bandung,29.6,20.2,24.3,27.999999999999996,83.0,3.0,1.0,90.0,C ,5.5
2020-04-02,Bandung,30.6,20.8,24.1,0.0,81.0,6.0,2.0,290.0,W ,5.9
2020-04-03,Bandung,30.4,20.8,24.7,2.0,76.0,5.0,2.0,240.0,SW,6.1
2020-04-04,Bandung,30.8,21.0,24.4,0.0,80.0,3.0,1.0,300.0,C ,8.1
2020-04-05,Bandung,30.0,20.4,23.3,27.999999999999996,86.0,3.0,1.0,120.0,C ,6.1
2020-04-06,Bandung,29.2,20.4,22.3,4.0,92.0,5.0,2.0,330.0,C ,5.0
2020-04-07,Bandung,31.4,20.6,23.9,6.2,84.0,5.0,2.0,270.0,W ,2.9
2020-04-08,Bandung,30.0,20.6,24.6,5.1,79.0,4.0,2.0,320.0,C ,7.1
2020-04-09,Bandung,29.4,20.8,24.0,5.2,82.0,3.0,1.0,270.0,C ,9.1
2020-04-10,Bandung,29.4,20.6,23.4,2.0,84.0,5.0,2.0,230.0,SE,5.0
2020-04-11,Bandung,30.8,20.0,23.7,27.999999999999996,82.0,3.0,1.0,320.0,C ,5.7
2020-04-12,Bandung,31.0,20.4,24.7,1.0,77.0,3.0,1.0,250.0,C ,3.6
2020-04-13,Bandung,30.8,20.4,25.6,2.0,78.0,5.0,2.0,270.0,C ,2.6
2020-04-14,Bandung,31.1,21.3,25.0,2.0,80.0,6.0,3.0,290.0,W ,7.4
2020-04-15,Bandung,28.8,21.6,24.7,0.0,79.0,3.0,1.0,240.0,C ,8.8
2020-04-16,Bandung,27.0,21.8,24.1,6.6,86.0,3.0,1.0,260.0,C ,2.8
2020-04-17,Bandung,29.4,21.2,23.6,27.999999999999996,84.0,3.0,2.0,270.0,C ,3.1
2020-04-18,Bandung,28.4,20.0,23.2,7.4,83.0,4.0,2.0,310.0,C ,5.8
2020-04-19,Bandung,30.4,20.0,23.9,0.4,83.0,3.0,1.0,240.0,C ,4.3
2020-04-20,Bandung,30.0,20.2,24.6,3.0,84.0,3.0,1.0,270.0,C ,7.1
2020-04-21,Bandung,26.299999999999997,20.4,23.0,23.4,92.0,2.0,0.0,270.0,C ,5.2
2020-04-22,Bandung,30.4,20.0,24.3,3.6,82.0,4.0,2.0,260.0,SE,0.0
2020-04-23,Bandung,31.2,21.2,25.0,6.8,79.0,3.0,2.0,30.0,NE,6.6
2020-04-24,Bandung,27.6,21.2,23.5,0.0,82.0,1.0,0.0,330.0,C ,8.1
2020-04-25,Bandung,29.0,18.2,22.6,5.5,80.0,5.0,2.0,210.0,C ,1.7
2020-04-26,Bandung,31.4,18.7,24.6,2.0,78.0,5.0,3.0,90.0,SE,0.8
2020-04-27,Bandung,29.6,21.4,24.2,0.0,80.0,3.0,1.0,270.0,C ,7.4
2020-04-28,Bandung,27.0,22.0,22.7,3.6,88.0,4.0,1.0,260.0,C ,4.7
2020-04-29,Bandung,28.8,19.2,23.2,13.2,84.0,4.0,1.0,110.0,C ,0.8
2020-04-30,Bandung,29.6,19.5,24.3,7.6,74.0,4.0,2.0,140.0,E ,4.0
2020-05-01,Bandung,28.8,19.4,24.4,15.3,85.0,2.0,1.0,120.0,C ,5.0
2020-05-02,Bandung,29.2,21.2,24.0,27.999999999999996,86.0,3.0,1.0,260.0,C ,1.0
2020-05-03,Bandung,28.0,21.0,24.2,2.0,79.0,4.0,1.0,250.0,C ,3.8
2020-05-04,Bandung,28.8,19.7,22.9,15.2,86.0,5.0,2.0,120.0,C ,2.4
2020-05-05,Bandung,29.0,20.5,23.7,0.8,86.0,3.0,1.0,180.0,C ,5.5
2020-05-06,Bandung,27.2,20.6,23.4,7.2,88.0,3.0,1.0,270.0,C ,4.7
2020-05-07,Bandung,28.6,20.2,23.4,2.6,82.0,4.0,1.0,240.0,C ,4.6
2020-05-08,Bandung,28.6,19.8,23.5,2.0,83.0,4.0,2.0,290.0,C ,5.3
2020-05-09,Bandung,29.2,20.4,23.8,0.1,81.0,5.0,2.0,240.0,C ,5.2
2020-05-10,Bandung,29.0,20.6,23.3,0.0,89.0,3.0,1.0,230.0,C ,0.0
2020-05-11,Bandung,30.2,20.6,24.4,27.999999999999996,84.0,5.0,1.0,180.0,C ,3.2
2020-05-12,Bandung,29.9,21.4,23.9,1.8,87.0,4.0,2.0,320.0,SE,5.3
2020-05-13,Bandung,30.4,20.3,24.1,3.7,76.0,5.0,2.0,90.0,NE,4.4
2020-05-14,Bandung,30.8,20.4,24.6,0.0,76.0,4.0,2.0,120.0,SE,8.6
2020-05-15,Bandung,30.2,20.0,23.6,2.0,78.0,4.0,2.0,20.0,C ,8.3
2020-05-16,Bandung,29.8,19.4,23.3,0.0,76.0,5.0,3.0,130.0,SE,7.3
2020-05-17,Bandung,30.6,20.2,23.9,2.0,80.0,2.0,1.0,180.0,C ,7.0
2020-05-18,Bandung,27.6,21.4,22.9,4.0,88.0,3.0,1.0,290.0,C ,3.9
2020-05-19,Bandung,31.2,20.6,23.7,14.2,82.0,2.0,0.0,210.0,C ,1.7
2020-05-20,Bandung,29.0,21.0,23.6,2.0,83.0,4.0,2.0,260.0,E ,4.1
2020-05-21,Bandung,31.0,21.2,24.8,12.2,78.0,3.0,1.0,300.0,C ,5.9
2020-05-22,Bandung,30.8,21.4,25.2,0.0,78.0,3.0,1.0,270.0,W ,2.8
2020-05-23,Bandung,31.0,21.8,25.5,2.0,73.0,4.0,2.0,270.0,SW,5.8
2020-05-24,Bandung,31.8,22.0,25.9,2.0,72.0,5.0,3.0,330.0,W ,8.5
2020-05-25,Bandung,29.6,22.0,24.4,2.0,84.0,4.0,1.0,240.0,SW,6.4
2020-05-26,Bandung,28.4,22.2,24.9,1.6,76.0,2.0,1.0,140.0,C ,4.7
2020-05-27,Bandung,30.4,22.4,24.8,2.0,80.0,5.0,2.0,270.0,W ,0.6
2020-05-28,Bandung,29.4,21.2,24.0,6.0,86.0,3.0,2.0,140.0,W ,1.9
2020-05-29,Bandung,30.6,21.0,23.7,2.0,83.0,3.0,1.0,240.0,C ,1.8
2020-05-30,Bandung,28.4,20.0,23.6,3.2,85.0,3.0,1.0,260.0,C ,2.9
2020-05-31,Bandung,29.0,20.2,23.7,4.4,84.0,3.0,1.0,240.0,C ,4.2
2020-06-01,Bandung,28.0,20.0,23.2,1.8,84.0,3.0,2.0,150.0,SW,0.0
2020-06-02,Bandung,30.8,21.2,24.9,2.0,76.0,3.0,1.0,120.0,C ,3.5
2020-06-03,Bandung,28.4,21.2,24.1,0.0,78.0,3.0,1.0,180.0,C ,2.3
2020-06-04,Bandung,30.6,20.8,24.4,2.0,73.0,5.0,3.0,60.0,E ,4.9
2020-06-05,Bandung,30.0,20.2,24.0,2.0,72.0,5.0,3.0,260.0,W ,8.1
2020-06-06,Bandung,29.0,21.6,24.2,5.4,80.0,3.0,1.0,300.0,W ,8.7
2020-06-07,Bandung,28.4,20.0,23.5,0.6,81.0,3.0,1.0,310.0,C ,5.7
2020-06-08,Bandung,28.0,20.2,23.5,0.2,79.0,5.0,1.0,240.0,C ,6.8
2020-06-09,Bandung,28.9,20.4,23.5,0.6,78.0,4.0,2.0,330.0,W ,6.0
2020-06-10,Bandung,29.4,21.0,24.0,0.6,84.0,3.0,2.0,60.0,C ,6.3
2020-06-11,Bandung,30.2,20.6,23.7,9.1,78.0,3.0,1.0,300.0,C ,6.3
2020-06-12,Bandung,30.4,18.8,23.3,27.999999999999996,66.0,3.0,2.0,60.0,SE,6.8
2020-06-13,Bandung,30.2,20.2,23.8,2.0,77.0,5.0,2.0,230.0,W ,9.2
